Hugo_Symbol,n_mutations,n_patients,n_high_impact,hotspot_count,high_impact_ratio,patient_frequency
BMP4,2,2,0.0,0.0,0.0,0.004830917874396135
ZFYVE21,2,2,2.0,0.0,1.0,0.004830917874396135
HNRNPA1,2,2,1.0,0.0,0.5,0.004830917874396135
SYNGR1,2,2,0.0,0.0,0.0,0.004830917874396135
SYNPO,2,2,1.0,0.0,0.5,0.004830917874396135
SYNPO2L,2,2,0.0,0.0,0.0,0.004830917874396135
HMCN2,2,2,0.0,0.0,0.0,0.004830917874396135
HMGB1,2,2,0.0,0.0,0.0,0.004830917874396135
SFXN2,2,2,0.0,0.0,0.0,0.004830917874396135
SFXN3,2,2,1.0,0.0,0.5,0.004830917874396135
SFXN4,2,2,1.0,0.0,0.5,0.004830917874396135
SGCB,2,2,0.0,0.0,0.0,0.004830917874396135
SGCD,2,2,0.0,0.0,0.0,0.004830917874396135
SGIP1,2,2,0.0,0.0,0.0,0.004830917874396135
NAALADL2,2,2,0.0,0.0,0.0,0.004830917874396135
SYN1,2,2,0.0,0.0,0.0,0.004830917874396135
HNRNPD,2,2,1.0,0.0,0.5,0.004830917874396135
HNRNPH2,2,2,0.0,0.0,0.0,0.004830917874396135
HLA-DOA,2,2,0.0,0.0,0.0,0.004830917874396135
HLA-E,2,2,0.0,0.0,0.0,0.004830917874396135
HMBS,2,2,2.0,0.0,1.0,0.004830917874396135
HIPK4,2,2,0.0,0.0,0.0,0.004830917874396135
BPI,2,2,0.0,0.0,0.0,0.004830917874396135
NAP1L2,2,2,0.0,0.0,0.0,0.004830917874396135
ANXA10,2,2,1.0,0.0,0.5,0.004830917874396135
ANXA7,2,2,0.0,0.0,0.0,0.004830917874396135
HMGB4,2,2,0.0,0.0,0.0,0.004830917874396135
HMGCL,2,2,0.0,0.0,0.0,0.004830917874396135
SYS1,2,2,0.0,0.0,0.0,0.004830917874396135
SYT11,2,2,0.0,0.0,0.0,0.004830917874396135
SYT12,2,2,2.0,0.0,1.0,0.004830917874396135
SYT2,2,2,0.0,0.0,0.0,0.004830917874396135
HMX3,2,2,0.0,0.0,0.0,0.004830917874396135
HNF4G,2,2,1.0,0.0,0.5,0.004830917874396135
HIP1R,2,2,1.0,0.0,0.5,0.004830917874396135
SYTL1,2,2,1.0,0.0,0.5,0.004830917874396135
HEXB,2,2,1.0,0.0,0.5,0.004830917874396135
NAXD,2,2,0.0,0.0,0.0,0.004830917874396135
SFMBT1,2,2,1.0,0.0,0.5,0.004830917874396135
SFRP4,2,2,0.0,0.0,0.0,0.004830917874396135
SFRP5,2,2,0.0,0.0,0.0,0.004830917874396135
SFSWAP,2,2,0.0,0.0,0.0,0.004830917874396135
SFT2D2,2,2,1.0,0.0,0.5,0.004830917874396135
NAIP,2,2,0.0,0.0,0.0,0.004830917874396135
BMP6,2,2,0.0,0.0,0.0,0.004830917874396135
BMPR1B,2,2,0.0,0.0,0.0,0.004830917874396135
BNIP5,2,2,0.0,0.0,0.0,0.004830917874396135
HIC2,2,2,1.0,0.0,0.5,0.004830917874396135
HID1,2,2,1.0,0.0,0.5,0.004830917874396135
HIKESHI,2,2,0.0,0.0,0.0,0.004830917874396135
HELB,2,2,0.0,0.0,0.0,0.004830917874396135
HELQ,2,2,0.0,0.0,0.0,0.004830917874396135
TAB2,2,2,1.0,0.0,0.5,0.004830917874396135
NBPF11,2,2,0.0,0.0,0.0,0.004830917874396135
NBPF15,2,2,0.0,0.0,0.0,0.004830917874396135
NCALD,2,2,0.0,0.0,0.0,0.004830917874396135
NAP1L5,2,2,1.0,0.0,0.5,0.004830917874396135
NAPEPLD,2,2,0.0,0.0,0.0,0.004830917874396135
NAPSA,2,2,0.0,0.0,0.0,0.004830917874396135
NARS1,2,2,0.0,0.0,0.0,0.004830917874396135
NAT8,2,2,0.0,0.0,0.0,0.004830917874396135
BRD3,2,2,2.0,0.0,1.0,0.004830917874396135
ZFP30,2,2,0.0,0.0,0.0,0.004830917874396135
ZFP36L2,2,2,1.0,0.0,0.5,0.004830917874396135
ZFP57,2,2,0.0,0.0,0.0,0.004830917874396135
HEMK1,2,2,0.0,0.0,0.0,0.004830917874396135
BPNT2,2,2,0.0,0.0,0.0,0.004830917874396135
BRAF,2,2,0.0,0.0,0.0,0.004830917874396135
BRAT1,2,2,1.0,0.0,0.5,0.004830917874396135
BRCC3,2,2,2.0,0.0,1.0,0.004830917874396135
BRD2,2,2,2.0,0.0,1.0,0.004830917874396135
TACC3,2,2,0.0,0.0,0.0,0.004830917874396135
TACR1,2,2,0.0,0.0,0.0,0.004830917874396135
ANKRD34A,2,2,1.0,0.0,0.5,0.004830917874396135
ANKRD34B,2,2,0.0,0.0,0.0,0.004830917874396135
ZNF484,2,2,0.0,0.0,0.0,0.004830917874396135
NBPF1,2,2,0.0,0.0,0.0,0.004830917874396135
HENMT1,2,2,0.0,0.0,0.0,0.004830917874396135
HEPACAM2,2,2,0.0,0.0,0.0,0.004830917874396135
HES1,2,2,1.0,0.0,0.5,0.004830917874396135
HEXA,2,2,1.0,0.0,0.5,0.004830917874396135
HECTD2,2,2,0.0,0.0,0.0,0.004830917874396135
HBG2,2,2,0.0,0.0,0.0,0.004830917874396135
SF3A1,2,2,0.0,0.0,0.0,0.004830917874396135
NCL,2,2,0.0,0.0,0.0,0.004830917874396135
NCOA4,2,2,0.0,0.0,0.0,0.004830917874396135
NCOA5,2,2,1.0,0.0,0.5,0.004830917874396135
NCAPD2,2,2,0.0,0.0,0.0,0.004830917874396135
NCAPG2,2,2,0.0,0.0,0.0,0.004830917874396135
TAF10,2,2,0.0,0.0,0.0,0.004830917874396135
HDGF,2,2,0.0,0.0,0.0,0.004830917874396135
HDGFL2,2,2,1.0,0.0,0.5,0.004830917874396135
HEATR4,2,2,0.0,0.0,0.0,0.004830917874396135
HDAC10,2,2,0.0,0.0,0.0,0.004830917874396135
TAC3,2,2,0.0,0.0,0.0,0.004830917874396135
BRPF3,2,2,0.0,0.0,0.0,0.004830917874396135
BPIFB6,2,2,0.0,0.0,0.0,0.004830917874396135
BPNT1,2,2,0.0,0.0,0.0,0.004830917874396135
TAFA1,2,2,0.0,0.0,0.0,0.004830917874396135
ZNF496,2,2,1.0,0.0,0.5,0.004830917874396135
ZNF500,2,2,1.0,0.0,0.5,0.004830917874396135
ANKRD20A1,2,2,0.0,0.0,0.0,0.004830917874396135
ANKRD20A4P,2,2,0.0,0.0,0.0,0.004830917874396135
SETD5,2,2,0.0,0.0,0.0,0.004830917874396135
SETD9,2,2,0.0,0.0,0.0,0.004830917874396135
HDAC2,2,2,0.0,0.0,0.0,0.004830917874396135
HDAC3,2,2,1.0,0.0,0.5,0.004830917874396135
TAF4,2,2,0.0,0.0,0.0,0.004830917874396135
TAF5,2,2,1.0,0.0,0.5,0.004830917874396135
TAF6,2,2,0.0,0.0,0.0,0.004830917874396135
TAF9B,2,2,0.0,0.0,0.0,0.004830917874396135
HBD,2,2,0.0,0.0,0.0,0.004830917874396135
HBE1,2,2,0.0,0.0,0.0,0.004830917874396135
HBEGF,2,2,0.0,0.0,0.0,0.004830917874396135
TAS2R31,2,2,0.0,0.0,0.0,0.004830917874396135
NDUFA5,2,2,0.0,0.0,0.0,0.004830917874396135
NDC1,2,2,0.0,0.0,0.0,0.004830917874396135
NDC80,2,2,1.0,0.0,0.5,0.004830917874396135
NDRG4,2,2,2.0,0.0,1.0,0.004830917874396135
ZNF485,2,2,0.0,0.0,0.0,0.004830917874396135
TARBP2,2,2,0.0,0.0,0.0,0.004830917874396135
TARS1,2,2,1.0,0.0,0.5,0.004830917874396135
TAS2R1,2,2,1.0,0.0,0.5,0.004830917874396135
H3C7,2,2,0.0,0.0,0.0,0.004830917874396135
HAPLN4,2,2,0.0,0.0,0.0,0.004830917874396135
HAUS4,2,2,0.0,0.0,0.0,0.004830917874396135
HACE1,2,2,1.0,0.0,0.5,0.004830917874396135
BRD9,2,2,0.0,0.0,0.0,0.004830917874396135
BRF1,2,2,0.0,0.0,0.0,0.004830917874396135
HCAR3,2,2,0.0,0.0,0.0,0.004830917874396135
H3C3,2,2,1.0,0.0,0.5,0.004830917874396135
H3C4,2,2,0.0,0.0,0.0,0.004830917874396135
TASP1,2,2,0.0,0.0,0.0,0.004830917874396135
TBATA,2,2,0.0,0.0,0.0,0.004830917874396135
NDUFAF7,2,2,0.0,0.0,0.0,0.004830917874396135
NDUFB3,2,2,1.0,0.0,0.5,0.004830917874396135
NDUFS1,2,2,0.0,0.0,0.0,0.004830917874396135
NDUFS2,2,2,0.0,0.0,0.0,0.004830917874396135
NDUFV3,2,2,0.0,0.0,0.0,0.004830917874396135
SERPINH1,2,2,0.0,0.0,0.0,0.004830917874396135
SERPINI2,2,2,1.0,0.0,0.5,0.004830917874396135
SESN3,2,2,0.0,0.0,0.0,0.004830917874396135
HABP2,2,1,0.0,0.0,0.0,0.0024154589371980675
HACD1,2,2,0.0,0.0,0.0,0.004830917874396135
TAS2R13,2,2,0.0,0.0,0.0,0.004830917874396135
TAS2R3,2,2,0.0,0.0,0.0,0.004830917874396135
ZFAND5,2,2,1.0,0.0,0.5,0.004830917874396135
NECTIN2,2,2,1.0,0.0,0.5,0.004830917874396135
NECTIN3,2,2,1.0,0.0,0.5,0.004830917874396135
NECTIN4,2,2,0.0,0.0,0.0,0.004830917874396135
NEFM,2,2,0.0,0.0,0.0,0.004830917874396135
SERPINB10,2,2,0.0,0.0,0.0,0.004830917874396135
SERPINB5,2,2,2.0,0.0,1.0,0.004830917874396135
H2AC20,2,2,0.0,0.0,0.0,0.004830917874396135
H2AC8,2,2,0.0,0.0,0.0,0.004830917874396135
H2AW,2,2,0.0,0.0,0.0,0.004830917874396135
H2BC12,2,2,0.0,0.0,0.0,0.004830917874396135
GZMA,2,2,0.0,0.0,0.0,0.004830917874396135
GZMB,2,2,0.0,0.0,0.0,0.004830917874396135
GZMK,2,2,1.0,0.0,0.5,0.004830917874396135
H3C1,2,2,0.0,0.0,0.0,0.004830917874396135
H3C12,2,2,1.0,0.0,0.5,0.004830917874396135
GTPBP1,2,2,1.0,0.0,0.5,0.004830917874396135
GTPBP2,2,2,0.0,0.0,0.0,0.004830917874396135
GUCA1A,2,2,0.0,0.0,0.0,0.004830917874396135
NEK4,2,2,0.0,0.0,0.0,0.004830917874396135
SERBP1,2,2,0.0,0.0,0.0,0.004830917874396135
SERGEF,2,2,1.0,0.0,0.5,0.004830917874396135
SERPINA10,2,2,0.0,0.0,0.0,0.004830917874396135
SERPINA6,2,2,1.0,0.0,0.5,0.004830917874396135
SERPINA7,2,2,2.0,0.0,1.0,0.004830917874396135
NECAB3,2,2,0.0,0.0,0.0,0.004830917874396135
H1-7,2,2,0.0,0.0,0.0,0.004830917874396135
TBC1D21,2,2,1.0,0.0,0.5,0.004830917874396135
TBC1D22A,2,2,0.0,0.0,0.0,0.004830917874396135
TBC1D22B,2,2,0.0,0.0,0.0,0.004830917874396135
TBC1D25,2,2,0.0,0.0,0.0,0.004830917874396135
TBC1D5,2,2,1.0,0.0,0.5,0.004830917874396135
TBX1,2,2,1.0,0.0,0.5,0.004830917874396135
GSTK1,2,2,0.0,0.0,0.0,0.004830917874396135
GSTM3,2,2,0.0,0.0,0.0,0.004830917874396135
GSTO1,2,2,0.0,0.0,0.0,0.004830917874396135
ANKRD33,2,2,0.0,0.0,0.0,0.004830917874396135
ANKH,2,2,0.0,0.0,0.0,0.004830917874396135
ANKRA2,2,2,0.0,0.0,0.0,0.004830917874396135
ANKRD1,2,2,0.0,0.0,0.0,0.004830917874396135
ANKRD10,2,2,0.0,0.0,0.0,0.004830917874396135
SEPHS2,2,2,0.0,0.0,0.0,0.004830917874396135
SEPSECS,2,2,0.0,0.0,0.0,0.004830917874396135
SEPTIN12,2,2,1.0,0.0,0.5,0.004830917874396135
SEPTIN6,2,2,1.0,0.0,0.5,0.004830917874396135
BSCL2,2,2,0.0,0.0,0.0,0.004830917874396135
GTF3C2,2,2,0.0,0.0,0.0,0.004830917874396135
GTF3C4,2,2,0.0,0.0,0.0,0.004830917874396135
BZW2,2,2,2.0,0.0,1.0,0.004830917874396135
BTBD3,2,2,1.0,0.0,0.5,0.004830917874396135
NEU4,2,2,1.0,0.0,0.5,0.004830917874396135
GSTP1,2,2,0.0,0.0,0.0,0.004830917874396135
GSTZ1,2,2,1.0,0.0,0.5,0.004830917874396135
GTDC1,2,2,0.0,0.0,0.0,0.004830917874396135
GTF2B,2,2,1.0,0.0,0.5,0.004830917874396135
GTF2F1,2,2,0.0,0.0,0.0,0.004830917874396135
GTF2IRD1,2,2,1.0,0.0,0.5,0.004830917874396135
GTF2IRD2B,2,2,0.0,0.0,0.0,0.004830917874396135
GSK3A,2,2,0.0,0.0,0.0,0.004830917874396135
GSK3B,2,2,1.0,0.0,0.5,0.004830917874396135
GUCA2A,2,2,0.0,0.0,0.0,0.004830917874396135
TBCC,2,2,1.0,0.0,0.5,0.004830917874396135
TBL1XR1,2,2,1.0,0.0,0.5,0.004830917874396135
TBPL2,2,2,0.0,0.0,0.0,0.004830917874396135
BTN1A1,2,2,1.0,0.0,0.5,0.004830917874396135
ZER1,2,2,0.0,0.0,0.0,0.004830917874396135
ZFAND2B,2,2,0.0,0.0,0.0,0.004830917874396135
ANGPTL2,2,2,0.0,0.0,0.0,0.004830917874396135
ANGPTL3,2,2,0.0,0.0,0.0,0.004830917874396135
ANGPTL4,2,2,0.0,0.0,0.0,0.004830917874396135
ANGPTL6,2,2,1.0,0.0,0.5,0.004830917874396135
NFKBIA,2,2,0.0,0.0,0.0,0.004830917874396135
NEURL4,2,2,0.0,0.0,0.0,0.004830917874396135
NEUROD6,2,2,0.0,0.0,0.0,0.004830917874396135
NEUROG1,2,2,0.0,0.0,0.0,0.004830917874396135
GSPT1,2,2,0.0,0.0,0.0,0.004830917874396135
GRN,2,2,0.0,0.0,0.0,0.004830917874396135
GRSF1,2,2,0.0,0.0,0.0,0.004830917874396135
GRXCR2,2,2,0.0,0.0,0.0,0.004830917874396135
GSDMA,2,2,0.0,0.0,0.0,0.004830917874396135
TBX6,2,2,1.0,0.0,0.5,0.004830917874396135
TBXAS1,2,2,0.0,0.0,0.0,0.004830917874396135
SEMA4B,2,2,1.0,0.0,0.5,0.004830917874396135
SEMA4C,2,2,1.0,0.0,0.5,0.004830917874396135
SEMA4D,2,2,0.0,0.0,0.0,0.004830917874396135
SEMA6B,2,2,0.0,0.0,0.0,0.004830917874396135
NFIA,2,2,2.0,0.0,1.0,0.004830917874396135
ANGPT4,2,2,1.0,0.0,0.5,0.004830917874396135
ANGPTL1,2,2,0.0,0.0,0.0,0.004830917874396135
TBX10,2,2,1.0,0.0,0.5,0.004830917874396135
TBX21,2,2,1.0,0.0,0.5,0.004830917874396135
ZDHHC2,2,2,0.0,0.0,0.0,0.004830917874396135
ZDHHC20,2,2,1.0,0.0,0.5,0.004830917874396135
ZDHHC21,2,2,0.0,0.0,0.0,0.004830917874396135
ZDHHC23,2,2,0.0,0.0,0.0,0.004830917874396135
BTBD8,2,2,2.0,0.0,1.0,0.004830917874396135
TCEAL7,2,2,1.0,0.0,0.5,0.004830917874396135
NIF3L1,2,2,0.0,0.0,0.0,0.004830917874396135
NIM1K,2,2,0.0,0.0,0.0,0.004830917874396135
NFKBIL1,2,2,1.0,0.0,0.5,0.004830917874396135
NFS1,2,2,0.0,0.0,0.0,0.004830917874396135
NFU1,2,2,0.0,0.0,0.0,0.004830917874396135
NFYA,2,2,0.0,0.0,0.0,0.004830917874396135
NGF,2,2,0.0,0.0,0.0,0.004830917874396135
NGLY1,2,2,0.0,0.0,0.0,0.004830917874396135
ZDHHC5,2,2,0.0,0.0,0.0,0.004830917874396135
ZDHHC8,2,2,2.0,0.0,1.0,0.004830917874396135
BTNL2,2,2,0.0,0.0,0.0,0.004830917874396135
BTNL3,2,2,0.0,0.0,0.0,0.004830917874396135
BUB1B,2,2,0.0,0.0,0.0,0.004830917874396135
BUD13,2,2,0.0,0.0,0.0,0.004830917874396135
BUD23,2,2,0.0,0.0,0.0,0.004830917874396135
GPR87,2,2,0.0,0.0,0.0,0.004830917874396135
SELENOT,2,2,1.0,0.0,0.5,0.004830917874396135
SELENOV,2,2,0.0,0.0,0.0,0.004830917874396135
SELP,2,2,0.0,0.0,0.0,0.004830917874396135
SEM1,2,2,0.0,0.0,0.0,0.004830917874396135
SEMA3F,2,2,0.0,0.0,0.0,0.004830917874396135
NIPA2,2,2,2.0,0.0,1.0,0.004830917874396135
NIPAL4,2,2,0.0,0.0,0.0,0.004830917874396135
NHLRC3,2,2,0.0,0.0,0.0,0.004830917874396135
TCAP,2,2,1.0,0.0,0.5,0.004830917874396135
GRAMD2A,2,2,0.0,0.0,0.0,0.004830917874396135
GRAMD2B,2,2,0.0,0.0,0.0,0.004830917874396135
GRAP2,2,2,0.0,0.0,0.0,0.004830917874396135
GRB7,2,2,0.0,0.0,0.0,0.004830917874396135
GRHL1,2,2,0.0,0.0,0.0,0.004830917874396135
TCEA1,2,2,0.0,0.0,0.0,0.004830917874396135
GPR55,2,2,1.0,0.0,0.5,0.004830917874396135
SELENON,2,2,0.0,0.0,0.0,0.004830917874396135
AMY1C,2,2,0.0,0.0,0.0,0.004830917874396135
AMZ2,2,2,1.0,0.0,0.5,0.004830917874396135
ANAPC4,2,2,0.0,0.0,0.0,0.004830917874396135
ANAPC5,2,2,1.0,0.0,0.5,0.004830917874396135
ANAPC7,2,2,0.0,0.0,0.0,0.004830917874396135
ANGEL1,2,2,0.0,0.0,0.0,0.004830917874396135
ANGEL2,2,2,0.0,0.0,0.0,0.004830917874396135
TCF23,2,2,1.0,0.0,0.5,0.004830917874396135
GPT,2,2,0.0,0.0,0.0,0.004830917874396135
GPT2,2,2,0.0,0.0,0.0,0.004830917874396135
GPX1,2,2,0.0,0.0,0.0,0.004830917874396135
GPX2,2,2,0.0,0.0,0.0,0.004830917874396135
GPR78,2,2,1.0,0.0,0.5,0.004830917874396135
GPR82,2,2,0.0,0.0,0.0,0.004830917874396135
C11orf42,2,2,0.0,0.0,0.0,0.004830917874396135
C11orf52,2,2,1.0,0.0,0.5,0.004830917874396135
ZDHHC18,2,2,0.0,0.0,0.0,0.004830917874396135
ZDHHC19,2,2,1.0,0.0,0.5,0.004830917874396135
TCF7L1,2,2,0.0,0.0,0.0,0.004830917874396135
NLGN2,2,2,0.0,0.0,0.0,0.004830917874396135
NLK,2,2,1.0,0.0,0.5,0.004830917874396135
NKAIN4,2,2,0.0,0.0,0.0,0.004830917874396135
NKD2,2,2,0.0,0.0,0.0,0.004830917874396135
NKIRAS1,2,1,0.0,0.0,0.0,0.0024154589371980675
NKIRAS2,2,2,0.0,0.0,0.0,0.004830917874396135
GPRC5A,2,2,0.0,0.0,0.0,0.004830917874396135
GPR34,2,2,0.0,0.0,0.0,0.004830917874396135
GPR4,2,2,0.0,0.0,0.0,0.004830917874396135
GPR45,2,2,0.0,0.0,0.0,0.004830917874396135
GPR52,2,2,0.0,0.0,0.0,0.004830917874396135
GPR148,2,2,0.0,0.0,0.0,0.004830917874396135
GPI,2,2,1.0,0.0,0.5,0.004830917874396135
GPLD1,2,2,0.0,0.0,0.0,0.004830917874396135
GPM6B,2,2,0.0,0.0,0.0,0.004830917874396135
SEC61A1,2,2,0.0,0.0,0.0,0.004830917874396135
SEL1L2,2,2,0.0,0.0,0.0,0.004830917874396135
NKX3-1,2,2,0.0,0.0,0.0,0.004830917874396135
NKX6-1,2,2,1.0,0.0,0.5,0.004830917874396135
NLE1,2,2,0.0,0.0,0.0,0.004830917874396135
TCFL5,2,2,0.0,0.0,0.0,0.004830917874396135
TCP11,2,2,0.0,0.0,0.0,0.004830917874396135
GPR160,2,2,0.0,0.0,0.0,0.004830917874396135
GPR173,2,2,0.0,0.0,0.0,0.004830917874396135
GPR19,2,2,0.0,0.0,0.0,0.004830917874396135
C10orf88,2,2,1.0,0.0,0.5,0.004830917874396135
C11orf16,2,2,0.0,0.0,0.0,0.004830917874396135
TCTA,2,1,1.0,0.0,0.5,0.0024154589371980675
TCTEX1D1,2,2,0.0,0.0,0.0,0.004830917874396135
TCTN2,2,2,0.0,0.0,0.0,0.004830917874396135
TCTN3,2,2,0.0,0.0,0.0,0.004830917874396135
TDP2,2,2,0.0,0.0,0.0,0.004830917874396135
NME1,2,2,0.0,0.0,0.0,0.004830917874396135
NME6,2,2,2.0,0.0,1.0,0.004830917874396135
NMNAT3,2,2,0.0,0.0,0.0,0.004830917874396135
NMRAL1,2,2,0.0,0.0,0.0,0.004830917874396135
NMRK2,2,2,1.0,0.0,0.5,0.004830917874396135
NMS,2,2,1.0,0.0,0.5,0.004830917874396135
GPR25,2,2,1.0,0.0,0.5,0.004830917874396135
GPR137C,2,2,0.0,0.0,0.0,0.004830917874396135
GPR141,2,2,0.0,0.0,0.0,0.004830917874396135
GPR143,2,2,2.0,0.0,1.0,0.004830917874396135
GPR146,2,2,1.0,0.0,0.5,0.004830917874396135
GPC6,2,2,0.0,0.0,0.0,0.004830917874396135
GPER1,2,2,1.0,0.0,0.5,0.004830917874396135
GOPC,2,2,0.0,0.0,0.0,0.004830917874396135
GORASP2,2,2,0.0,0.0,0.0,0.004830917874396135
GP1BA,2,2,0.0,0.0,0.0,0.004830917874396135
GP6,2,2,1.0,0.0,0.5,0.004830917874396135
GPAA1,2,2,0.0,0.0,0.0,0.004830917874396135
NODAL,2,2,0.0,0.0,0.0,0.004830917874396135
SEC14L1,2,2,1.0,0.0,0.5,0.004830917874396135
SEC14L2,2,2,0.0,0.0,0.0,0.004830917874396135
SEC14L4,2,2,1.0,0.0,0.5,0.004830917874396135
SEC14L5,2,2,0.0,0.0,0.0,0.004830917874396135
GPR108,2,2,0.0,0.0,0.0,0.004830917874396135
GPR132,2,2,1.0,0.0,0.5,0.004830917874396135
GPR135,2,2,0.0,0.0,0.0,0.004830917874396135
GPR137,2,2,0.0,0.0,0.0,0.004830917874396135
TDRD3,2,2,1.0,0.0,0.5,0.004830917874396135
TEAD2,2,2,1.0,0.0,0.5,0.004830917874396135
TEAD3,2,2,0.0,0.0,0.0,0.004830917874396135
TECR,2,2,0.0,0.0,0.0,0.004830917874396135
GOLGA2,2,2,1.0,0.0,0.5,0.004830917874396135
GOLGA3,2,2,0.0,0.0,0.0,0.004830917874396135
GOLGA7B,2,2,0.0,0.0,0.0,0.004830917874396135
TECTB,2,2,0.0,0.0,0.0,0.004830917874396135
AMIGO3,2,2,1.0,0.0,0.5,0.004830917874396135
AMMECR1,2,2,0.0,0.0,0.0,0.004830917874396135
AMOT,2,2,0.0,0.0,0.0,0.004830917874396135
AMOTL1,2,2,0.0,0.0,0.0,0.004830917874396135
AMPD3,2,2,0.0,0.0,0.0,0.004830917874396135
ZNF517,2,2,0.0,0.0,0.0,0.004830917874396135
GPATCH2L,2,2,0.0,0.0,0.0,0.004830917874396135
GPBAR1,2,2,0.0,0.0,0.0,0.004830917874396135
ZDHHC1,2,2,0.0,0.0,0.0,0.004830917874396135
C12orf4,2,2,0.0,0.0,0.0,0.004830917874396135
C12orf42,2,2,0.0,0.0,0.0,0.004830917874396135
C12orf50,2,2,1.0,0.0,0.5,0.004830917874396135
TEDC2,2,2,1.0,0.0,0.5,0.004830917874396135
TEKT2,2,2,0.0,0.0,0.0,0.004830917874396135
TEKT4,2,2,0.0,0.0,0.0,0.004830917874396135
SDR16C5,2,1,1.0,0.0,0.5,0.0024154589371980675
SDS,2,2,1.0,0.0,0.5,0.004830917874396135
NOSIP,2,2,1.0,0.0,0.5,0.004830917874396135
NOL4L,2,2,0.0,0.0,0.0,0.004830917874396135
NOL7,2,2,1.0,0.0,0.5,0.004830917874396135
NOL8,2,2,0.0,0.0,0.0,0.004830917874396135
NOM1,2,2,0.0,0.0,0.0,0.004830917874396135
NOP10,2,2,0.0,0.0,0.0,0.004830917874396135
NOP9,2,2,0.0,0.0,0.0,0.004830917874396135
GNL3,2,2,1.0,0.0,0.5,0.004830917874396135
GNMT,2,2,0.0,0.0,0.0,0.004830917874396135
GNPAT,2,2,1.0,0.0,0.5,0.004830917874396135
GNPNAT1,2,2,1.0,0.0,0.5,0.004830917874396135
GNPTAB,2,2,0.0,0.0,0.0,0.004830917874396135
GNPTG,2,2,0.0,0.0,0.0,0.004830917874396135
GNA14,2,2,0.0,0.0,0.0,0.004830917874396135
ZNF519,2,2,1.0,0.0,0.5,0.004830917874396135
ZNF526,2,2,0.0,0.0,0.0,0.004830917874396135
ALX1,2,2,0.0,0.0,0.0,0.004830917874396135
ALYREF,2,2,0.0,0.0,0.0,0.004830917874396135
AMBN,2,2,0.0,0.0,0.0,0.004830917874396135
SDF4,2,2,0.0,0.0,0.0,0.004830917874396135
SDHAF2,2,2,0.0,0.0,0.0,0.004830917874396135
SDHAF4,2,2,0.0,0.0,0.0,0.004830917874396135
ZCCHC12,2,2,0.0,0.0,0.0,0.004830917874396135
GNAL,2,2,0.0,0.0,0.0,0.004830917874396135
GNB1,2,2,1.0,0.0,0.5,0.004830917874396135
GNB4,2,2,0.0,0.0,0.0,0.004830917874396135
TENT5A,2,2,0.0,0.0,0.0,0.004830917874396135
TERF2IP,2,1,1.0,0.0,0.5,0.0024154589371980675
TESMIN,2,2,0.0,0.0,0.0,0.004830917874396135
GLYR1,2,2,0.0,0.0,0.0,0.004830917874396135
GMFG,2,2,0.0,0.0,0.0,0.004830917874396135
GMPPA,2,2,0.0,0.0,0.0,0.004830917874396135
NPL,2,2,0.0,0.0,0.0,0.004830917874396135
NPEPL1,2,2,0.0,0.0,0.0,0.004830917874396135
NPEPPS,2,2,0.0,0.0,0.0,0.004830917874396135
TENT2,2,2,0.0,0.0,0.0,0.004830917874396135
GNE,2,2,0.0,0.0,0.0,0.004830917874396135
GNGT2,2,2,0.0,0.0,0.0,0.004830917874396135
GNL1,2,2,1.0,0.0,0.5,0.004830917874396135
GMPPB,2,2,1.0,0.0,0.5,0.004830917874396135
GMPR,2,2,0.0,0.0,0.0,0.004830917874396135
GNA12,2,2,0.0,0.0,0.0,0.004830917874396135
GNA13,2,2,0.0,0.0,0.0,0.004830917874396135
GLRA1,2,2,0.0,0.0,0.0,0.004830917874396135
GLRA4,2,2,0.0,0.0,0.0,0.004830917874396135
GLUD1,2,2,0.0,0.0,0.0,0.004830917874396135
GLYATL1,2,2,0.0,0.0,0.0,0.004830917874396135
NPY1R,2,2,1.0,0.0,0.5,0.004830917874396135
SCUBE2,2,2,0.0,0.0,0.0,0.004830917874396135
SCYL2,2,2,0.0,0.0,0.0,0.004830917874396135
SCYL3,2,2,0.0,0.0,0.0,0.004830917874396135
SDAD1,2,2,0.0,0.0,0.0,0.004830917874396135
SDC2,2,2,1.0,0.0,0.5,0.004830917874396135
SDC4,2,2,0.0,0.0,0.0,0.004830917874396135
SDE2,2,2,0.0,0.0,0.0,0.004830917874396135
GJC1,2,2,0.0,0.0,0.0,0.004830917874396135
NR2C2,2,2,0.0,0.0,0.0,0.004830917874396135
NR2F1,2,2,1.0,0.0,0.5,0.004830917874396135
NPTN,2,2,0.0,0.0,0.0,0.004830917874396135
NPTX1,2,2,1.0,0.0,0.5,0.004830917874396135
GLYATL2,2,2,0.0,0.0,0.0,0.004830917874396135
C19orf57,2,2,1.0,0.0,0.5,0.004830917874396135
C1GALT1C1,2,2,1.0,0.0,0.5,0.004830917874396135
C1QC,2,2,0.0,0.0,0.0,0.004830917874396135
C16orf46,2,2,0.0,0.0,0.0,0.004830917874396135
C16orf54,2,2,0.0,0.0,0.0,0.004830917874396135
C16orf70,2,2,0.0,0.0,0.0,0.004830917874396135
C16orf82,2,2,0.0,0.0,0.0,0.004830917874396135
C16orf86,2,2,0.0,0.0,0.0,0.004830917874396135
C16orf89,2,2,0.0,0.0,0.0,0.004830917874396135
